ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol
1612738800283533609,1612738800000000000,0,1,91692,T,N,0,-38000000,1,4,17738,60858,NG:BF M1-N1-Q1
1612738800300543663,1612738800000000000,0,1,111294,T,N,0,2909000000,10,4,20803,60859,NGH1
1612738800300751658,1612738800000000000,0,1,24512,T,N,0,29000000,7,4,19717,60860,NGH1-NGJ1
1612738800301063858,1612738800000000000,0,1,204963,T,N,0,8000000,4,4,18938,60861,NGH1-NGK1
1612738800301248225,1612738800000000000,0,1,111296,T,N,0,2880000000,14,4,18913,60862,NGJ1
1612738800301431013,1612738800000000000,0,1,204979,T,N,0,-22000000,10,4,19280,60863,NGJ1-NGK1
1612738800301654125,1612738800000000000,0,1,111298,T,N,0,2895000000,1,4,19312,60864,NGK1
1612738800301732965,1612738800000000000,0,1,62831,T,N,0,-49000000,3,4,17785,60865,NGM1-NGN1
1612738800301862832,1612738800000000000,0,1,10746,T,N,0,-67000000,2,4,17633,60866,NGM1-NGQ1
1612738800413631388,1612738800020109505,0,1,111294,T,B,0,2910000000,7,4,18090,61197,NGH1
1612738800419043767,1612738800061898909,0,1,111294,T,B,0,2910000000,1,4,17947,61264,NGH1
1612738800433546757,1612738800102443657,0,1,61644,T,A,0,12250000,7,4,18500,61323,NGQ1-HHQ1
1612738800468798055,1612738800307252251,0,1,62831,T,N,0,-49000000,4,4,17876,61478,NGM1-NGN1
1612738800468798055,1612738800307252251,0,1,91692,T,N,0,-38000000,4,4,17876,61478,NG:BF M1-N1-Q1
1612738800468798055,1612738800307252251,0,1,15052,T,A,0,-11000000,4,4,17876,61478,NGN1-NGQ1
1612738800527418360,1612738800346600257,0,1,111294,T,B,0,2910000000,4,4,18903,62408,NGH1
1612738800527418360,1612738800346600257,0,1,111294,T,B,0,2912000000,1,4,18903,62408,NGH1
1612738800527418360,1612738800346600257,0,1,111294,T,B,0,2917000000,3,4,18903,62408,NGH1
1612738800527431352,1612738800346600257,0,1,111294,T,B,0,2917000000,1,4,18284,62409,NGH1
1612738800540458049,1612738800415957831,0,1,111294,T,A,0,2909000000,2,4,18242,62653,NGH1
1612738800543034437,1612738800430001401,0,1,111294,T,A,0,2910000000,1,4,18118,62703,NGH1
1612738800547085678,1612738800462857797,0,1,111294,T,B,0,2911000000,1,4,17217,62782,NGH1
1612738800569463466,1612738800547060065,0,1,111294,T,B,0,2912000000,1,4,22481,63268,NGH1
1612738801262893826,1612738801261040189,0,1,111294,T,A,0,2913000000,1,4,18605,64139,NGH1
1612738801545965428,1612738801540668361,0,1,111294,T,B,0,2916000000,1,4,19877,64765,NGH1
1612738801982473915,1612738801980849437,0,1,111294,T,B,0,2917000000,4,4,18878,64846,NGH1
1612738802271796189,1612738802270688125,0,1,111294,T,A,0,2913000000,1,4,17987,64889,NGH1
1612738802457296539,1612738802455573387,0,1,111294,T,B,0,2916000000,1,4,18001,64938,NGH1
