ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol
1610924400323092400,1610924400000000000,0,1,26953,T,N,0,47000000,1,4,20681,61915,NG:BF G1-H1-J1
1610924400323130212,1610924400000000000,0,1,143984,T,N,0,3135000000,1,4,18378,61916,NGF2
1610924400331046885,1610924400000000000,0,1,111293,T,N,0,2652000000,101,4,24176,61917,NGG1
1610924400331705027,1610924400000000000,0,1,215880,T,N,0,34000000,47,4,22499,61918,NGG1-NGH1
1610924400337557057,1610924400000000000,0,1,24463,T,N,0,23000000,5,4,20493,61919,NGG1-NGJ1
1610924400337742548,1610924400000000000,0,1,307493,T,N,0,161000000,1,4,19000,61920,NGG2-NGH2
1610924400337966228,1610924400000000000,0,1,111294,T,N,0,2620000000,58,4,20791,61921,NGH1
1610924400339125018,1610924400000000000,0,1,24512,T,N,0,-15000000,34,4,21793,61922,NGH1-NGJ1
1610924400345516930,1610924400000000000,0,1,62618,T,N,0,-160000000,1,4,19816,61923,NGH1-NGN1
1610924400345751853,1610924400000000000,0,1,111296,T,N,0,2637000000,9,4,18997,61924,NGJ1
1610924400345962537,1610924400000000000,0,1,121372,T,N,0,-64000000,13,4,18004,61925,NGK1-NGM1
1610924400347182523,1610924400000000000,0,1,192030,T,N,0,2490000000,14,4,18822,61926,NGK2
1610924400347320658,1610924400000000000,0,1,62831,T,N,0,-70000000,40,4,20794,61927,NGM1-NGN1
1610924400349654042,1610924400000000000,0,1,15052,T,N,0,-19000000,31,4,19956,61928,NGN1-NGQ1
1610924400350248085,1610924400000000000,0,1,111305,T,N,0,2824000000,1,4,25930,61929,NGU1
1610924400387099348,1610924400000000000,0,1,24512,T,N,0,-15000000,7,4,22722,62025,NGH1-NGJ1
1610924400387099348,1610924400000000000,0,1,24512,T,N,0,-14000000,12,4,22722,62025,NGH1-NGJ1
1610924400387099348,1610924400000000000,0,1,111294,T,N,0,2620000000,1,4,22722,62025,NGH1
1610924400387099348,1610924400000000000,0,1,215880,T,N,0,33000000,16,4,22722,62025,NGG1-NGH1
1610924400387099348,1610924400000000000,0,1,111293,T,N,0,2653000000,26,4,22722,62025,NGG1
1610924400387099348,1610924400000000000,0,1,26953,T,N,0,48000000,7,4,22722,62025,NG:BF G1-H1-J1
1610924400387099348,1610924400000000000,0,1,26953,T,N,0,47000000,8,4,22722,62025,NG:BF G1-H1-J1
1610924400387099348,1610924400000000000,0,1,10687,T,N,0,-162000000,25,4,22722,62025,NGG1-NGQ1
1610924400387099348,1610924400000000000,0,1,111303,T,N,0,2815000000,25,4,22722,62025,NGQ1
1610924400387099348,1610924400000000000,0,1,8605,T,N,0,22000000,4,4,22722,62025,NG:BF H1-J1-K1
1610924400387099348,1610924400000000000,0,1,204979,T,N,0,-36000000,4,4,22722,62025,NGJ1-NGK1
1610924400460015181,1610924400007940813,0,1,111293,T,B,0,2653000000,4,4,17866,62241,NGG1
1610924400460736612,1610924400008092151,0,1,111293,T,N,0,2653000000,2,4,18061,62243,NGG1
1610924400460736612,1610924400008092151,0,1,215880,T,N,0,32000000,2,4,18061,62243,NGG1-NGH1
1610924400460736612,1610924400008092151,0,1,111294,T,B,0,2621000000,2,132,18061,62243,NGH1
1610924400463488902,1610924400038331837,0,1,111293,T,A,0,2650000000,7,4,18066,62248,NGG1
1610924400463488902,1610924400038331837,0,1,111293,T,A,0,2649000000,1,4,18066,62248,NGG1
1610924400464280661,1610924400095597759,0,1,111293,T,A,0,2649000000,1,4,18435,62252,NGG1
1610924400464280661,1610924400095597759,0,1,111293,T,A,0,2647000000,1,4,18435,62252,NGG1
1610924400484391564,1610924400126054369,0,1,111294,T,A,0,2620000000,1,4,18736,62318,NGH1
1610924400484391564,1610924400126054369,0,1,111294,T,A,0,2616000000,4,132,18736,62318,NGH1
1610924400484391564,1610924400126054369,0,1,62618,T,N,0,-180000000,5,4,18736,62318,NGH1-NGN1
1610924400484391564,1610924400126054369,0,1,111301,T,N,0,2800000000,1,4,18736,62318,NGN1
1610924400484391564,1610924400126054369,0,1,111301,T,N,0,2796000000,4,4,18736,62318,NGN1
1610924400497114804,1610924400286827303,0,1,111294,T,N,0,2612000000,1,4,21104,62348,NGH1
1610924400497114804,1610924400286827303,0,1,111294,T,N,0,2610000000,3,4,21104,62348,NGH1
1610924400497114804,1610924400286827303,0,1,111293,T,A,0,2645000000,1,4,21104,62348,NGG1
1610924400497114804,1610924400286827303,0,1,111293,T,A,0,2644000000,1,4,21104,62348,NGG1
1610924400497114804,1610924400286827303,0,1,111293,T,A,0,2642000000,4,4,21104,62348,NGG1
1610924400497114804,1610924400286827303,0,1,111293,T,A,0,2641000000,4,4,21104,62348,NGG1
1610924400497114804,1610924400286827303,0,1,215880,T,N,0,32000000,4,4,21104,62348,NGG1-NGH1
1610924400497114804,1610924400286827303,0,1,111303,T,N,0,2815000000,1,4,21104,62348,NGQ1
1610924400497114804,1610924400286827303,0,1,10687,T,N,0,-170000000,1,4,21104,62348,NGG1-NGQ1
1610924400497114804,1610924400286827303,0,1,111296,T,N,0,2620000000,1,4,21104,62348,NGJ1
1610924400497114804,1610924400286827303,0,1,24463,T,N,0,22000000,1,4,21104,62348,NGG1-NGJ1
1610924400499320352,1610924400293474629,0,1,111294,T,A,0,2616000000,5,132,17704,62357,NGH1
1610924400499320352,1610924400293474629,0,1,111301,T,N,0,2796000000,5,4,17704,62357,NGN1
1610924400499320352,1610924400293474629,0,1,62618,T,N,0,-180000000,5,4,17704,62357,NGH1-NGN1
1610924400505970296,1610924400359250351,0,1,24463,T,N,0,19000000,1,4,18101,62376,NGG1-NGJ1
1610924400505970296,1610924400359250351,0,1,111296,T,B,0,2623000000,1,132,18101,62376,NGJ1
1610924400505970296,1610924400359250351,0,1,111293,T,N,0,2642000000,1,4,18101,62376,NGG1
1610924400507391573,1610924400359260917,0,1,111293,T,N,0,2648000000,2,4,17576,62383,NGG1
1610924400507391573,1610924400359260917,0,1,111294,T,B,0,2616000000,2,132,17576,62383,NGH1
1610924400507391573,1610924400359260917,0,1,215880,T,N,0,32000000,2,4,17576,62383,NGG1-NGH1
1610924400508713578,1610924400359264329,0,1,215880,T,N,0,32000000,1,4,18244,62388,NGG1-NGH1
1610924400508713578,1610924400359264329,0,1,26953,T,N,0,47000000,1,4,18244,62388,NG:BF G1-H1-J1
1610924400508713578,1610924400359264329,0,1,24512,T,A,0,-15000000,1,4,18244,62388,NGH1-NGJ1
1610924400512411251,1610924400359329999,0,1,111296,T,N,0,2633000000,1,4,17920,62411,NGJ1
1610924400512411251,1610924400359329999,0,1,121360,T,N,0,-94000000,1,4,17920,62411,NGJ1-NGM1
1610924400512411251,1610924400359329999,0,1,111299,T,B,0,2727000000,1,132,17920,62411,NGM1
1610924400516978463,1610924400359346509,0,1,215880,T,N,0,31000000,1,4,18917,62431,NGG1-NGH1
1610924400516978463,1610924400359346509,0,1,111294,T,B,0,2617000000,1,132,18917,62431,NGH1
1610924400516978463,1610924400359346509,0,1,111293,T,N,0,2648000000,1,4,18917,62431,NGG1
1610924400517745638,1610924400359350935,0,1,111294,T,A,0,2622000000,1,132,18315,62434,NGH1
1610924400517745638,1610924400359350935,0,1,62618,T,N,0,-179000000,1,4,18315,62434,NGH1-NGN1
1610924400517745638,1610924400359350935,0,1,111301,T,N,0,2801000000,1,4,18315,62434,NGN1
1610924400523330883,1610924400359484873,0,1,111293,T,N,0,2648000000,1,4,18208,62490,NGG1
1610924400523330883,1610924400359484873,0,1,10687,T,N,0,-170000000,1,4,18208,62490,NGG1-NGQ1
1610924400523330883,1610924400359484873,0,1,111303,T,B,0,2818000000,1,132,18208,62490,NGQ1
1610924400535562672,1610924400360483899,0,1,111303,T,B,0,2818000000,1,132,17764,62536,NGQ1
1610924400535562672,1610924400360483899,0,1,10687,T,N,0,-170000000,1,4,17764,62536,NGG1-NGQ1
1610924400535562672,1610924400360483899,0,1,111293,T,N,0,2648000000,1,4,17764,62536,NGG1
1610924400550837480,1610924400361484267,0,1,111293,T,N,0,2648000000,1,4,18075,62597,NGG1
1610924400550837480,1610924400361484267,0,1,10687,T,N,0,-170000000,1,4,18075,62597,NGG1-NGQ1
1610924400550837480,1610924400361484267,0,1,111303,T,B,0,2818000000,1,132,18075,62597,NGQ1
1610924400577155331,1610924400363831811,0,1,62618,T,A,0,-179000000,1,4,17933,62736,NGH1-NGN1
1610924400577318827,1610924400363956183,0,1,204979,T,B,0,-33000000,1,4,17712,62742,NGJ1-NGK1
1610924400577454414,1610924400364008315,0,1,121372,T,B,0,-64000000,1,4,18340,62744,NGK1-NGM1
1610924400586387838,1610924400365137145,0,1,204963,T,A,0,-46000000,1,4,18012,62801,NGH1-NGK1
1610924400586690981,1610924400365191973,0,1,24512,T,B,0,-15000000,1,4,18262,62807,NGH1-NGJ1
1610924400586847833,1610924400365212925,0,1,204979,T,B,0,-32000000,1,4,18498,62811,NGJ1-NGK1
1610924400597022386,1610924400365914993,0,1,24512,T,B,0,-15000000,3,4,17861,62861,NGH1-NGJ1
1610924400597136434,1610924400365922927,0,1,204979,T,B,0,-32000000,3,4,17738,62863,NGJ1-NGK1
1610924400597271958,1610924400365928777,0,1,121372,T,B,0,-64000000,3,4,17876,62865,NGK1-NGM1
1610924400597403333,1610924400365935809,0,1,62831,T,B,0,-70000000,3,4,17833,62867,NGM1-NGN1
1610924400597570301,1610924400365944661,0,1,62618,T,A,0,-179000000,1,4,18136,62871,NGH1-NGN1
1610924400597570301,1610924400365944661,0,1,62618,T,A,0,-180000000,2,4,18136,62871,NGH1-NGN1
1610924400620172043,1610924400370777413,0,1,24512,T,A,0,-16000000,1,4,17743,63084,NGH1-NGJ1
1610924400620629858,1610924400370914303,0,1,19540,T,A,0,-275000000,1,4,17552,63092,NGV1-NGF2
1610924400621031613,1610924400371173651,0,1,41645,T,A,0,-210000000,1,4,17781,63101,NGJ1-NGV1
1610924400621285837,1610924400371218555,0,1,111293,T,B,0,2648000000,1,4,17742,63106,NGG1
1610924400637736102,1610924400383607567,0,1,111293,T,N,0,2648000000,1,4,18390,63377,NGG1
1610924400637736102,1610924400383607567,0,1,111294,T,B,0,2617000000,1,132,18390,63377,NGH1
1610924400637736102,1610924400383607567,0,1,215880,T,N,0,31000000,1,4,18390,63377,NGG1-NGH1
1610924400641254732,1610924400385751135,0,1,215880,T,N,0,31000000,1,4,18947,63402,NGG1-NGH1
1610924400641254732,1610924400385751135,0,1,111294,T,N,0,2616000000,1,4,18947,63402,NGH1
1610924400641254732,1610924400385751135,0,1,111293,T,A,0,2647000000,1,132,18947,63402,NGG1
1610924400643123336,1610924400387331695,0,1,111293,T,N,0,2648000000,1,4,17695,63416,NGG1
1610924400643123336,1610924400387331695,0,1,111303,T,B,0,2818000000,1,132,17695,63416,NGQ1
1610924400643123336,1610924400387331695,0,1,10687,T,N,0,-170000000,1,4,17695,63416,NGG1-NGQ1
1610924400644400562,1610924400387354083,0,1,215880,T,B,0,32000000,3,4,19745,63427,NGG1-NGH1
1610924400644400562,1610924400387354083,0,1,24512,T,N,0,-15000000,2,4,19745,63427,NGH1-NGJ1
1610924400644400562,1610924400387354083,0,1,26953,T,N,0,47000000,2,4,19745,63427,NG:BF G1-H1-J1
1610924400650242331,1610924400390291781,0,1,215880,T,N,0,32000000,2,4,20528,63479,NGG1-NGH1
1610924400650242331,1610924400390291781,0,1,10687,T,N,0,-170000000,1,4,20528,63479,NGG1-NGQ1
1610924400650242331,1610924400390291781,0,1,111303,T,N,0,2816000000,1,4,20528,63479,NGQ1
1610924400650242331,1610924400390291781,0,1,111293,T,A,0,2646000000,1,4,20528,63479,NGG1
1610924400650242331,1610924400390291781,0,1,111293,T,A,0,2645000000,1,4,20528,63479,NGG1
1610924400650242331,1610924400390291781,0,1,111293,T,A,0,2643000000,1,4,20528,63479,NGG1
1610924400650242331,1610924400390291781,0,1,111293,T,A,0,2641000000,4,4,20528,63479,NGG1
1610924400650242331,1610924400390291781,0,1,111294,T,N,0,2613000000,1,4,20528,63479,NGH1
1610924400650242331,1610924400390291781,0,1,111294,T,N,0,2611000000,1,4,20528,63479,NGH1
1610924400653898388,1610924400402441919,0,1,62831,T,B,0,-70000000,1,4,17948,63520,NGM1-NGN1
1610924400654030232,1610924400402442701,0,1,204979,T,B,0,-32000000,1,4,17814,63522,NGJ1-NGK1
1610924400654160100,1610924400402442977,0,1,121372,T,B,0,-64000000,1,4,17812,63524,NGK1-NGM1
1610924400654280772,1610924400402791091,0,1,111293,T,B,0,2641000000,1,4,17552,63526,NGG1
1610924400655020066,1610924400404275387,0,1,111293,T,N,0,2641000000,2,4,18107,63529,NGG1
1610924400655020066,1610924400404275387,0,1,111294,T,B,0,2611000000,2,132,18107,63529,NGH1
1610924400655020066,1610924400404275387,0,1,215880,T,N,0,30000000,2,4,18107,63529,NGG1-NGH1
1610924400655748473,1610924400404474459,0,1,215880,T,N,0,30000000,2,4,18376,63534,NGG1-NGH1
1610924400655748473,1610924400404474459,0,1,111294,T,B,0,2618000000,2,132,18376,63534,NGH1
1610924400655748473,1610924400404474459,0,1,111293,T,N,0,2648000000,2,4,18376,63534,NGG1
1610924400657042579,1610924400409014181,0,1,204979,T,B,0,-32000000,1,4,17758,63549,NGJ1-NGK1
1610924400659960241,1610924400413979485,0,1,111301,T,N,0,2801000000,1,4,19796,63565,NGN1
1610924400659960241,1610924400413979485,0,1,111299,T,N,0,2730000000,1,4,19796,63565,NGM1
1610924400659960241,1610924400413979485,0,1,111299,T,N,0,2728000000,1,4,19796,63565,NGM1
1610924400659960241,1610924400413979485,0,1,121360,T,N,0,-102000000,2,4,19796,63565,NGJ1-NGM1
1610924400659960241,1610924400413979485,0,1,111296,T,A,0,2628000000,1,4,19796,63565,NGJ1
1610924400659960241,1610924400413979485,0,1,111296,T,A,0,2627000000,1,4,19796,63565,NGJ1
1610924400659960241,1610924400413979485,0,1,111296,T,A,0,2626000000,1,132,19796,63565,NGJ1
1610924400659960241,1610924400413979485,0,1,62635,T,N,0,-174000000,1,4,19796,63565,NGJ1-NGN1
1610924400671331332,1610924400451213873,0,1,204979,T,A,0,-37000000,2,4,18303,63695,NGJ1-NGK1
1610924400671331332,1610924400451213873,0,1,121372,T,N,0,-65000000,1,4,18303,63695,NGK1-NGM1
1610924400671331332,1610924400451213873,0,1,43150,T,N,0,28000000,1,4,18303,63695,NG:BF J1-K1-M1
1610924400671646287,1610924400451376245,0,1,43150,T,N,0,28000000,1,4,18552,63698,NG:BF J1-K1-M1
1610924400671646287,1610924400451376245,0,1,121372,T,N,0,-65000000,1,4,18552,63698,NGK1-NGM1
1610924400671646287,1610924400451376245,0,1,204979,T,A,0,-37000000,1,4,18552,63698,NGJ1-NGK1
1610924400671646287,1610924400451376245,0,1,204979,T,A,0,-38000000,1,4,18552,63698,NGJ1-NGK1
1610924400671997359,1610924400456326253,0,1,111293,T,N,0,2648000000,1,4,17658,63702,NGG1
1610924400671997359,1610924400456326253,0,1,111294,T,B,0,2618000000,1,132,17658,63702,NGH1
1610924400671997359,1610924400456326253,0,1,215880,T,N,0,30000000,1,4,17658,63702,NGG1-NGH1
1610924400674637438,1610924400460028589,0,1,111293,T,B,0,2648000000,2,4,17682,63730,NGG1
1610924400679442285,1610924400464294515,0,1,62635,T,N,0,-174000000,1,4,17565,63757,NGJ1-NGN1
1610924400679442285,1610924400464294515,0,1,111296,T,A,0,2626000000,1,132,17565,63757,NGJ1
1610924400679442285,1610924400464294515,0,1,111301,T,N,0,2800000000,1,4,17565,63757,NGN1
1610924400681072618,1610924400465998441,0,1,111301,T,N,0,2799000000,1,4,19786,63767,NGN1
1610924400681072618,1610924400465998441,0,1,111301,T,N,0,2797000000,1,4,19786,63767,NGN1
1610924400681072618,1610924400465998441,0,1,111301,T,N,0,2796000000,3,4,19786,63767,NGN1
1610924400681072618,1610924400465998441,0,1,111294,T,A,0,2619000000,1,4,19786,63767,NGH1
1610924400681072618,1610924400465998441,0,1,111294,T,A,0,2617000000,1,4,19786,63767,NGH1
1610924400681072618,1610924400465998441,0,1,111294,T,A,0,2616000000,3,132,19786,63767,NGH1
1610924400681072618,1610924400465998441,0,1,62618,T,N,0,-180000000,5,4,19786,63767,NGH1-NGN1
1610924400689005035,1610924400475461975,0,1,121372,T,A,0,-65000000,1,4,18621,63833,NGK1-NGM1
1610924400689126315,1610924400475463025,0,1,204979,T,A,0,-37000000,1,4,17375,63835,NGJ1-NGK1
1610924400689496746,1610924400477013967,0,1,111293,T,A,0,2647000000,2,4,17993,63844,NGG1
1610924400693475443,1610924400484423495,0,1,24512,T,A,0,-15000000,1,4,17974,63867,NGH1-NGJ1
1610924400705577892,1610924400499277591,0,1,111303,T,A,0,2819000000,1,132,19981,63934,NGQ1
1610924400705577892,1610924400499277591,0,1,111305,T,N,0,2806000000,1,4,19981,63934,NGU1
1610924400705577892,1610924400499277591,0,1,282784,T,N,0,13000000,1,4,19981,63934,NGQ1-NGU1
1610924400712995182,1610924400503866353,0,1,111293,T,A,0,2647000000,3,4,21014,63975,NGG1
1610924400712995182,1610924400503866353,0,1,111293,T,A,0,2645000000,1,4,21014,63975,NGG1
1610924400712995182,1610924400503866353,0,1,111294,T,N,0,2615000000,1,4,21014,63975,NGH1
1610924400712995182,1610924400503866353,0,1,215880,T,N,0,30000000,1,4,21014,63975,NGG1-NGH1
1610924400715237090,1610924400505518809,0,1,62618,T,A,0,-180000000,1,4,18085,63988,NGH1-NGN1
1610924400715372226,1610924400505591155,0,1,62831,T,B,0,-70000000,1,4,17981,63991,NGM1-NGN1
1610924400721664402,1610924400507372693,0,1,62831,T,N,0,-70000000,1,4,17981,64022,NGM1-NGN1
1610924400721664402,1610924400507372693,0,1,111301,T,A,0,2802000000,1,132,17981,64022,NGN1
1610924400721664402,1610924400507372693,0,1,111299,T,N,0,2732000000,1,4,17981,64022,NGM1
1610924400722388865,1610924400507378399,0,1,111299,T,N,0,2732000000,1,4,18023,64025,NGM1
1610924400722388865,1610924400507378399,0,1,121372,T,N,0,-65000000,1,4,18023,64025,NGK1-NGM1
1610924400722388865,1610924400507378399,0,1,111298,T,A,0,2667000000,1,132,18023,64025,NGK1
1610924400725431675,1610924400509189873,0,1,204979,T,B,0,-34000000,1,4,18016,64046,NGJ1-NGK1
1610924400725555379,1610924400509199343,0,1,121372,T,B,0,-64000000,1,4,17872,64049,NGK1-NGM1
1610924400725635471,1610924400509204269,0,1,62831,T,B,0,-70000000,1,4,18068,64051,NGM1-NGN1
1610924400725707567,1610924400509206891,0,1,24512,T,B,0,-15000000,1,4,18381,64053,NGH1-NGJ1
1610924400726522305,1610924400509908371,0,1,111299,T,A,0,2732000000,1,4,17586,64062,NGM1
1610924400731331628,1610924400518760837,0,1,204979,T,B,0,-34000000,3,4,17970,64103,NGJ1-NGK1
1610924400731405876,1610924400518769241,0,1,24512,T,B,0,-15000000,2,4,18001,64105,NGH1-NGJ1
1610924400731511388,1610924400518776253,0,1,121372,T,B,0,-64000000,3,4,18490,64107,NGK1-NGM1
1610924400731620648,1610924400518780469,0,1,62831,T,B,0,-70000000,3,4,17935,64110,NGM1-NGN1
1610924400731713036,1610924400518787101,0,1,62618,T,A,0,-180000000,1,4,19362,64112,NGH1-NGN1
1610924400733792840,1610924400524538503,0,1,111301,T,N,0,2804000000,1,4,18200,64160,NGN1
1610924400733792840,1610924400524538503,0,1,156565,T,N,0,2538000000,1,4,18200,64160,NGJ2
1610924400733792840,1610924400524538503,0,1,311253,T,B,0,266000000,1,132,18200,64160,NGN1-NGJ2
1610924400736542563,1610924400536882795,0,1,204979,T,B,0,-34000000,1,4,17818,64222,NGJ1-NGK1
1610924400736656406,1610924400536892653,0,1,121372,T,B,0,-64000000,1,4,17655,64225,NGK1-NGM1
1610924400736726146,1610924400536897451,0,1,62831,T,B,0,-70000000,1,4,17369,64227,NGM1-NGN1
1610924400736803754,1610924400536903427,0,1,62618,T,A,0,-181000000,1,4,18103,64229,NGH1-NGN1
