ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol
1605481200325164229,1605481200000000000,0,1,111291,T,N,0,3008000000,38,4,21191,59292,NGF1
1605481200327803436,1605481200000000000,0,1,15228,T,N,0,34000000,28,4,20814,59293,NGF1-NGG1
1605481200328182224,1605481200000000000,0,1,215879,T,N,0,109000000,7,4,20460,59294,NGF1-NGH1
1605481200330752175,1605481200000000000,0,1,24441,T,N,0,222000000,4,4,20247,59295,NGF1-NGJ1
1605481200332254084,1605481200000000000,0,1,160856,T,N,0,-88000000,1,4,19432,59296,NGF1-NGZ1
1605481200332715843,1605481200000000000,0,1,111293,T,N,0,2979000000,26,4,19739,59297,NGG1
1605481200333702541,1605481200000000000,0,1,215880,T,N,0,76000000,38,4,20655,59298,NGG1-NGH1
1605481200337474023,1605481200000000000,0,1,111294,T,N,0,2899000000,10,4,20132,59299,NGH1
1605481200337990082,1605481200000000000,0,1,24512,T,N,0,109000000,45,4,21599,59300,NGH1-NGJ1
1605481200343966122,1605481200000000000,0,1,19054,T,N,0,-425000000,25,4,22342,59301,NGJ1-NGF2
1605481200344380946,1605481200000000000,0,1,41645,T,N,0,-105000000,1,4,18791,59302,NGJ1-NGV1
1605481200344710145,1605481200000000000,0,1,121372,T,N,0,-38000000,65,4,19871,59303,NGK1-NGM1
1605481200345808215,1605481200000000000,0,1,111299,T,N,0,2850000000,6,4,20838,59304,NGM1
1605481200346072923,1605481200000000000,0,1,111303,T,N,0,2899000000,2,4,18804,59305,NGQ1
1605481200348143947,1605481200000000000,0,1,111284,T,N,0,2871000000,151,4,29940,59306,NGZ0
1605481200354034968,1605481200000000000,0,1,51363,T,N,0,-135000000,136,4,23600,59308,NGZ0-NGF1
1605481200360926071,1605481200000000000,0,1,215785,T,N,0,-44000000,5,4,20627,59309,NGZ0-NGH1
1605481200398638009,1605481200000000000,0,1,215785,T,N,0,-34000000,7,4,23991,59403,NGZ0-NGH1
1605481200398638009,1605481200000000000,0,1,51363,T,N,0,-136000000,1,4,23991,59403,NGZ0-NGF1
1605481200398638009,1605481200000000000,0,1,111284,T,N,0,2866000000,7,4,23991,59403,NGZ0
1605481200398638009,1605481200000000000,0,1,111284,T,N,0,2871000000,1,4,23991,59403,NGZ0
1605481200398638009,1605481200000000000,0,1,24512,T,N,0,109000000,2,4,23991,59403,NGH1-NGJ1
1605481200398638009,1605481200000000000,0,1,111294,T,N,0,2900000000,8,4,23991,59403,NGH1
1605481200398638009,1605481200000000000,0,1,24441,T,N,0,222000000,1,4,23991,59403,NGF1-NGJ1
1605481200398638009,1605481200000000000,0,1,111291,T,N,0,3007000000,1,4,23991,59403,NGF1
1605481200398638009,1605481200000000000,0,1,111291,T,N,0,3008000000,1,4,23991,59403,NGF1
1605481200398638009,1605481200000000000,0,1,111296,T,N,0,2786000000,1,4,23991,59403,NGJ1
1605481200398638009,1605481200000000000,0,1,8605,T,N,0,100000000,2,4,23991,59403,NG:BF H1-J1-K1
1605481200398638009,1605481200000000000,0,1,204979,T,N,0,9000000,2,4,23991,59403,NGJ1-NGK1
1605481200398638009,1605481200000000000,0,1,61550,T,N,0,8000000,1,4,23991,59403,NGH1-HHH1
1605481200398707237,1605481200000000000,0,1,111291,T,N,0,3005000000,1,4,22947,59404,NGF1
1605481200398707237,1605481200000000000,0,1,111284,T,A,0,2870000000,1,4,22947,59404,NGZ0
1605481200398707237,1605481200000000000,0,1,51363,T,N,0,-135000000,1,4,22947,59404,NGZ0-NGF1
1605481200465766553,1605481200006185807,0,1,51363,T,N,0,-135000000,1,4,18300,59587,NGZ0-NGF1
1605481200465766553,1605481200006185807,0,1,111284,T,A,0,2870000000,1,132,18300,59587,NGZ0
1605481200465766553,1605481200006185807,0,1,111291,T,N,0,3005000000,1,4,18300,59587,NGF1
1605481200467386242,1605481200075578495,0,1,111291,T,B,0,3006000000,1,132,18720,59595,NGF1
1605481200467386242,1605481200075578495,0,1,111284,T,N,0,2871000000,1,4,18720,59595,NGZ0
1605481200467386242,1605481200075578495,0,1,51363,T,N,0,-135000000,1,4,18720,59595,NGZ0-NGF1
1605481200497872757,1605481200106443941,0,1,111284,T,A,0,2870000000,1,4,20295,59682,NGZ0
1605481200497872757,1605481200106443941,0,1,160843,T,N,0,-220000000,1,4,20295,59682,NGZ0-NGZ1
1605481200497872757,1605481200106443941,0,1,111314,T,N,0,3090000000,1,4,20295,59682,NGZ1
1605481200499542198,1605481200178687445,0,1,111284,T,B,0,2870000000,4,4,19994,59687,NGZ0
1605481200524932207,1605481200314098715,0,1,111284,T,B,0,2870000000,1,4,17436,59746,NGZ0
1605481200526522884,1605481200348179065,0,1,111284,T,B,0,2869000000,2,4,18225,59755,NGZ0
1605481200527403603,1605481200365271791,0,1,111284,T,B,0,2869000000,3,4,18128,59759,NGZ0
1605481200527403603,1605481200365271791,0,1,111284,T,B,0,2870000000,3,4,18128,59759,NGZ0
1605481200528764412,1605481200367555343,0,1,111284,T,N,0,2870000000,1,4,18050,59764,NGZ0
1605481200528764412,1605481200367555343,0,1,51363,T,N,0,-135000000,1,4,18050,59764,NGZ0-NGF1
1605481200528764412,1605481200367555343,0,1,111291,T,B,0,3005000000,1,132,18050,59764,NGF1
1605481200529557211,1605481200367717907,0,1,111284,T,B,0,2871000000,1,4,23171,59768,NGZ0
1605481200530258314,1605481200367815607,0,1,51363,T,A,0,-135000000,1,4,19624,59770,NGZ0-NGF1
1605481200531952394,1605481200369486109,0,1,61550,T,N,0,18750000,1,4,18258,59779,NGH1-HHH1
1605481200531952394,1605481200369486109,0,1,111294,T,A,0,2910000000,1,132,18258,59779,NGH1
1605481200535473444,1605481200369558855,0,1,111294,T,A,0,2910000000,1,132,17767,59799,NGH1
1605481200535473444,1605481200369558855,0,1,61550,T,N,0,18750000,1,4,17767,59799,NGH1-HHH1
1605481200553200867,1605481200370438471,0,1,111296,T,B,0,2783000000,1,132,18036,59908,NGJ1
1605481200553200867,1605481200370438471,0,1,111293,T,N,0,2975000000,1,4,18036,59908,NGG1
1605481200553200867,1605481200370438471,0,1,24463,T,N,0,192000000,1,4,18036,59908,NGG1-NGJ1
1605481200554160573,1605481200370552711,0,1,61550,T,N,0,18750000,1,4,18679,59915,NGH1-HHH1
1605481200554160573,1605481200370552711,0,1,111294,T,A,0,2910000000,1,132,18679,59915,NGH1
1605481200566448658,1605481200371553183,0,1,111294,T,A,0,2910000000,1,132,22388,59956,NGH1
1605481200566448658,1605481200371553183,0,1,61550,T,N,0,18750000,1,4,22388,59956,NGH1-HHH1
1605481200578408404,1605481200372295119,0,1,51363,T,A,0,-135000000,6,4,18432,59990,NGZ0-NGF1
1605481200578656860,1605481200372553535,0,1,61550,T,N,0,18750000,1,4,18868,59994,NGH1-HHH1
1605481200578656860,1605481200372553535,0,1,111294,T,A,0,2910000000,1,132,18868,59994,NGH1
1605481200590031811,1605481200373554215,0,1,111294,T,A,0,2910000000,1,132,18198,60024,NGH1
1605481200590031811,1605481200373554215,0,1,61550,T,N,0,18750000,1,4,18198,60024,NGH1-HHH1
1605481200600625151,1605481200373619213,0,1,111284,T,A,0,2868000000,1,4,17931,60041,NGZ0
1605481200602269504,1605481200374554903,0,1,61550,T,N,0,18750000,1,4,18474,60056,NGH1-HHH1
1605481200602269504,1605481200374554903,0,1,111294,T,A,0,2910000000,1,132,18474,60056,NGH1
1605481200612186350,1605481200375555635,0,1,111294,T,A,0,2910000000,1,132,18270,60079,NGH1
1605481200612186350,1605481200375555635,0,1,61550,T,N,0,18750000,1,4,18270,60079,NGH1-HHH1
1605481200663728758,1605481200386229813,0,1,204962,T,A,0,200000000,1,4,18216,60299,NGG1-NGK1
1605481200663934066,1605481200386343733,0,1,24441,T,A,0,221000000,1,4,17744,60305,NGF1-NGJ1
1605481200664264381,1605481200386702285,0,1,24463,T,A,0,191000000,1,4,18156,60323,NGG1-NGJ1
1605481200664264381,1605481200386702285,0,1,24463,T,A,0,189000000,1,4,18156,60323,NGG1-NGJ1
1605481200664870992,1605481200387186245,0,1,15228,T,A,0,33000000,1,4,23093,60351,NGF1-NGG1
1605481200665865634,1605481200388065987,0,1,24512,T,B,0,109000000,1,4,17886,60392,NGH1-NGJ1
1605481200665993002,1605481200388072401,0,1,41645,T,B,0,-105000000,1,4,17335,60394,NGJ1-NGV1
1605481200666099178,1605481200388080881,0,1,209631,T,B,0,-75000000,1,4,17211,60396,NGV1-NGX1
1605481200666222478,1605481200388085007,0,1,158336,T,B,0,-143000000,1,4,18043,60398,NGX1-NGZ1
1605481200671421936,1605481200389972397,0,1,24512,T,B,0,109000000,1,4,17936,60514,NGH1-NGJ1
1605481200671736168,1605481200389990121,0,1,24463,T,A,0,188000000,1,4,18240,60518,NGG1-NGJ1
1605481200673632608,1605481200390963017,0,1,111294,T,N,0,2895000000,1,4,17954,60548,NGH1
1605481200673632608,1605481200390963017,0,1,111284,T,N,0,2870000000,1,4,17954,60548,NGZ0
1605481200673632608,1605481200390963017,0,1,215785,T,B,0,-25000000,1,132,17954,60548,NGZ0-NGH1
1605481200678854850,1605481200392495185,0,1,24512,T,B,0,109000000,1,4,17747,60609,NGH1-NGJ1
1605481200679369661,1605481200392515287,0,1,24463,T,A,0,187000000,1,4,18336,60616,NGG1-NGJ1
1605481200683782273,1605481200394686691,0,1,215880,T,A,0,76000000,1,4,17674,60688,NGG1-NGH1
1605481200686478812,1605481200396123261,0,1,51363,T,A,0,-135000000,1,4,17650,60731,NGZ0-NGF1
1605481200688760400,1605481200396565855,0,1,51363,T,A,0,-135000000,1,4,17677,60748,NGZ0-NGF1
1605481200689056635,1605481200396838985,0,1,51363,T,A,0,-135000000,1,4,17671,60754,NGZ0-NGF1
1605481200694047690,1605481200398705549,0,1,215880,T,A,0,76000000,2,4,17914,60798,NGG1-NGH1
1605481200695173920,1605481200398725777,0,1,215880,T,N,0,76000000,1,4,17961,60809,NGG1-NGH1
1605481200695173920,1605481200398725777,0,1,111294,T,B,0,2899000000,1,132,17961,60809,NGH1
1605481200695173920,1605481200398725777,0,1,111293,T,N,0,2975000000,1,4,17961,60809,NGG1
1605481200697374996,1605481200398886963,0,1,111299,T,N,0,2818000000,1,4,18305,60826,NGM1
1605481200697374996,1605481200398886963,0,1,121372,T,N,0,-38000000,1,4,18305,60826,NGK1-NGM1
1605481200697374996,1605481200398886963,0,1,111298,T,A,0,2780000000,1,132,18305,60826,NGK1
1605481200699077561,1605481200398895569,0,1,111294,T,N,0,2896000000,1,4,18152,60833,NGH1
1605481200699077561,1605481200398895569,0,1,24512,T,N,0,109000000,1,4,18152,60833,NGH1-NGJ1
1605481200699077561,1605481200398895569,0,1,111296,T,A,0,2787000000,1,132,18152,60833,NGJ1
1605481200703542968,1605481200400177785,0,1,121360,T,B,0,-6000000,2,4,18143,60897,NGJ1-NGM1
1605481200703542968,1605481200400177785,0,1,121360,T,B,0,-5000000,5,4,18143,60897,NGJ1-NGM1
1605481200703542968,1605481200400177785,0,1,121360,T,B,0,-4000000,1,4,18143,60897,NGJ1-NGM1
1605481200712279352,1605481200416256637,0,1,111284,T,B,0,2870000000,1,4,18968,61032,NGZ0
1605481200712279352,1605481200416256637,0,1,111284,T,B,0,2871000000,3,4,18968,61032,NGZ0
1605481200713074675,1605481200416273371,0,1,51363,T,A,0,-135000000,1,4,19153,61036,NGZ0-NGF1
1605481200713280871,1605481200416995079,0,1,111284,T,B,0,2871000000,1,4,22877,61040,NGZ0
1605481200714004177,1605481200417161457,0,1,111284,T,B,0,2871000000,3,4,17284,61042,NGZ0
1605481200714721732,1605481200417283505,0,1,111284,T,B,0,2871000000,1,4,23226,61045,NGZ0
1605481200720345601,1605481200418567299,0,1,111284,T,N,0,2872000000,2,4,21240,61058,NGZ0
1605481200720345601,1605481200418567299,0,1,111294,T,B,0,2901000000,1,4,21240,61058,NGH1
1605481200720345601,1605481200418567299,0,1,111294,T,B,0,2902000000,2,4,21240,61058,NGH1
1605481200720345601,1605481200418567299,0,1,111294,T,B,0,2903000000,3,132,21240,61058,NGH1
1605481200720345601,1605481200418567299,0,1,111293,T,N,0,2979000000,1,4,21240,61058,NGG1
1605481200720345601,1605481200418567299,0,1,215880,T,N,0,76000000,1,4,21240,61058,NGG1-NGH1
1605481200720345601,1605481200418567299,0,1,215785,T,N,0,-31000000,2,4,21240,61058,NGZ0-NGH1
1605481200720345601,1605481200418567299,0,1,111291,T,N,0,3007000000,1,4,21240,61058,NGF1
1605481200720345601,1605481200418567299,0,1,111291,T,N,0,3008000000,2,4,21240,61058,NGF1
1605481200720345601,1605481200418567299,0,1,215879,T,N,0,106000000,3,4,21240,61058,NGF1-NGH1
1605481200722938929,1605481200419479669,0,1,111291,T,B,0,3007000000,1,132,18686,61065,NGF1
1605481200722938929,1605481200419479669,0,1,111284,T,N,0,2872000000,1,4,18686,61065,NGZ0
1605481200722938929,1605481200419479669,0,1,51363,T,N,0,-135000000,1,4,18686,61065,NGZ0-NGF1
1605481200724408066,1605481200419955417,0,1,111284,T,A,0,2871000000,2,4,19318,61069,NGZ0
1605481200725098397,1605481200420010693,0,1,111284,T,N,0,2872000000,1,4,17444,61071,NGZ0
1605481200725098397,1605481200420010693,0,1,51363,T,N,0,-135000000,1,4,17444,61071,NGZ0-NGF1
1605481200725098397,1605481200420010693,0,1,111291,T,B,0,3007000000,1,132,17444,61071,NGF1
1605481200725866119,1605481200420196905,0,1,111291,T,B,0,3007000000,1,132,19005,61074,NGF1
