ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol
1604876400269845166,1604876400000000000,0,1,111291,T,N,0,3022000000,2,4,18236,58063,NGF1
1604876400286140142,1604876400000000000,0,1,15228,T,N,0,26000000,3,4,20898,58064,NGF1-NGG1
1604876400286229574,1604876400000000000,0,1,24512,T,N,0,133000000,1,4,18088,58065,NGH1-NGJ1
1604876400286419186,1604876400000000000,0,1,111284,T,N,0,2872000000,25,4,20950,58066,NGZ0
1604876400286683653,1604876400000000000,0,1,51363,T,N,0,-144000000,1,4,18761,58067,NGZ0-NGF1
1604876400428901198,1604876400291364781,0,1,111284,T,A,0,2871000000,2,4,18449,58444,NGZ0
1604876400543573969,1604876400366288275,0,1,282784,T,A,0,11000000,2,4,17968,59444,NGQ1-NGU1
1604876400549965164,1604876400393307819,0,1,111284,T,N,0,2871000000,1,4,18312,59569,NGZ0
1604876400549965164,1604876400393307819,0,1,51363,T,N,0,-143000000,1,4,18312,59569,NGZ0-NGF1
1604876400549965164,1604876400393307819,0,1,111291,T,A,0,3014000000,1,132,18312,59569,NGF1
1604876400551507905,1604876400394806765,0,1,111284,T,A,0,2871000000,1,4,18026,59583,NGZ0
1604876400580757492,1604876400551526851,0,1,24512,T,A,0,132000000,1,4,18036,59975,NGH1-NGJ1
1604876400619265376,1604876400570631981,0,1,111284,T,A,0,2866000000,1,4,23821,60111,NGZ0
1604876400619312324,1604876400570631981,0,1,111284,T,A,0,2863000000,1,4,18076,60112,NGZ0
1604876400619346928,1604876400570631981,0,1,111284,T,A,0,2863000000,1,4,17771,60113,NGZ0
1604876400619780727,1604876400570631981,0,1,111284,T,A,0,2863000000,4,4,22884,60114,NGZ0
1604876400619780727,1604876400570631981,0,1,111284,T,A,0,2862000000,2,4,22884,60114,NGZ0
1604876400619780727,1604876400570631981,0,1,111284,T,A,0,2861000000,2,4,22884,60114,NGZ0
1604876400619780727,1604876400570631981,0,1,111291,T,N,0,3007000000,1,4,22884,60114,NGF1
1604876400619780727,1604876400570631981,0,1,111291,T,N,0,3006000000,1,4,22884,60114,NGF1
1604876400619780727,1604876400570631981,0,1,111291,T,N,0,3005000000,1,4,22884,60114,NGF1
1604876400619780727,1604876400570631981,0,1,51363,T,N,0,-144000000,3,4,22884,60114,NGZ0-NGF1
1604876400619780727,1604876400570631981,0,1,215785,T,N,0,-44000000,1,4,22884,60114,NGZ0-NGH1
1604876400619780727,1604876400570631981,0,1,111294,T,N,0,2905000000,1,4,22884,60114,NGH1
1604876400619808483,1604876400570631981,0,1,111284,T,A,0,2860000000,1,4,18027,60115,NGZ0
1604876400619845131,1604876400570631981,0,1,111284,T,A,0,2860000000,2,4,17480,60116,NGZ0
1604876400619887347,1604876400570631981,0,1,111284,T,A,0,2860000000,1,4,17865,60117,NGZ0
1604876400619921491,1604876400570631981,0,1,111284,T,A,0,2860000000,1,4,17660,60118,NGZ0
1604876400619955103,1604876400570631981,0,1,111284,T,A,0,2860000000,1,4,17561,60119,NGZ0
1604876400619988619,1604876400570631981,0,1,111284,T,A,0,2860000000,1,4,17953,60120,NGZ0
1604876400620023251,1604876400570631981,0,1,111284,T,A,0,2860000000,1,4,19290,60121,NGZ0
1604876400620059679,1604876400570631981,0,1,111284,T,A,0,2860000000,1,4,22641,60122,NGZ0
1604876400620100011,1604876400570631981,0,1,111284,T,A,0,2860000000,1,4,17548,60123,NGZ0
1604876400620155503,1604876400570631981,0,1,111284,T,A,0,2860000000,1,4,19833,60124,NGZ0
1604876400620155503,1604876400570631981,0,1,51363,T,N,0,-144000000,1,4,19833,60124,NGZ0-NGF1
1604876400620155503,1604876400570631981,0,1,111291,T,N,0,3004000000,1,4,19833,60124,NGF1
1604876400620225483,1604876400570631981,0,1,111284,T,A,0,2859000000,1,4,19645,60125,NGZ0
1604876400620225483,1604876400570631981,0,1,15142,T,N,0,-121000000,1,4,19645,60125,NGZ0-NGG1
1604876400620225483,1604876400570631981,0,1,111293,T,N,0,2980000000,1,4,19645,60125,NGG1
1604876400623342492,1604876400570631981,0,1,111284,T,A,0,2857000000,2,4,20097,60126,NGZ0
1604876400623374388,1604876400570631981,0,1,111293,T,A,0,2980000000,1,4,17477,60127,NGG1
1604876400623414980,1604876400570631981,0,1,111284,T,A,0,2857000000,2,4,17802,60128,NGZ0
1604876400623471828,1604876400570631981,0,1,111284,T,A,0,2856000000,1,4,18295,60129,NGZ0
1604876400623471828,1604876400570631981,0,1,111291,T,N,0,3000000000,1,4,18295,60129,NGF1
1604876400623471828,1604876400570631981,0,1,51363,T,N,0,-144000000,1,4,18295,60129,NGZ0-NGF1
1604876400624062935,1604876400570631981,0,1,51363,T,N,0,-144000000,1,4,19157,60130,NGZ0-NGF1
1604876400624062935,1604876400570631981,0,1,111291,T,N,0,3000000000,1,4,19157,60130,NGF1
1604876400624062935,1604876400570631981,0,1,111284,T,A,0,2856000000,1,4,19157,60130,NGZ0
1604876400624505010,1604876400570631981,0,1,111284,T,A,0,2856000000,1,4,28192,60131,NGZ0
1604876400624505010,1604876400570631981,0,1,111284,T,A,0,2855000000,1,4,28192,60131,NGZ0
1604876400624505010,1604876400570631981,0,1,111284,T,A,0,2854000000,3,4,28192,60131,NGZ0
1604876400624505010,1604876400570631981,0,1,111284,T,A,0,2853000000,1,4,28192,60131,NGZ0
1604876400624505010,1604876400570631981,0,1,111284,T,A,0,2852000000,1,4,28192,60131,NGZ0
1604876400624505010,1604876400570631981,0,1,111291,T,N,0,3000000000,1,4,28192,60131,NGF1
1604876400624505010,1604876400570631981,0,1,51363,T,N,0,-144000000,2,4,28192,60131,NGZ0-NGF1
1604876400624505010,1604876400570631981,0,1,111294,T,N,0,2901000000,6,4,28192,60131,NGH1
